"Crop Year","RM","Winter Wheat - bu/ac","Canola - bu/ac","Spring Wheat - bu/ac","Mustard - lbs/ac","Durum - bu/ac","Sunflowers - lbs/ac","Oats - bu/ac","Lentils - lbs/ac","Peas - bu/ac","Barley - bu/ac","Fall Rye - bu/ac","Canary Seed","Spring Rye - bu/ac","Tame Hay - tons/ac","Flax - bu/ac","Chick Peas - lbs/ac"
"2011","163","26.5","27.6","29.2","655","38.4","","54.1","1356","24.5","","15.1","","","","22.3",""
"2011","164","25.1","21.1","25.4","","31.7","","29.9","1465","31.2","14.9","","","","","13",""
"2011","165","","33.2","35.5","656","38.7","","28.2","1485","32.5","31.3","26.1","","","","27.5",""
"2011","166","50","33.3","37.1","990","43.1","","58.3","1471","34.1","57.5","","","","","22.4",""
"2011","167","","39","31","851","41.3","","40.5","1572","38.0","52.6","","","","","",""
"2011","168","42.6","33","25.2","964","40.8","","57","1541","35.4","56.4","35.9","1088","","","22.9","768"
"2011","169","","35.1","32.6","772","35.5","","42.5","1660","33.1","43.6","33.2","769","","","","2460"
"2011","171","47.1","35.2","30.8","778","34.7","","48.9","1532","31.0","45.2","37.2","875","","","",""
"2011","181","","17.2","28.5","","","","61.5","","","38.3","","","","","22.3",""
"2011","183","34.1","25.6","35.7","","","","57.5","","16.9","46.2","","","","","14.5",""
"2011","184","33.1","23","26.3","","","","49.6","","11.3","34.5","","1096","","","16.8",""
"2011","185","52.4","23.6","31.3","464","37.3","","46.5","647","20.9","32.6","","725","","","14.6",""
"2011","186","62.5","31.7","43.1","529","38.2","","61.2","1323","28.1","57.8","","1060","","","29.8",""
"2011","187","","28.5","37.7","","39.7","","59.3","990","23.9","48.9","","952","","","23.3",""
"2011","189","","27","37.5","","44.6","","56.6","1056","27.4","46.3","","1319","","","19.5",""
"2011","190","28.5","25.6","31.1","729","31.2","","49.2","1302","30.4","39","30.7","1000","","","19.9",""
"2011","191","","44.1","48.9","714","52.7","","","1852","32.1","56","","950","","","32.6",""
"2011","193","42.1","33.7","39.4","631","37.3","","60","1507","37.3","41.9","","1083","","","26.9","2610"
"2011","194","37.8","28.9","34.9","777","39.4","","53.7","1413","24.2","37.9","45","1200","","","19.6","1250"
"2011","211","","22","33.4","","","","58.6","","22.0","46.9","","","","","18",""
"2011","213","40","28.8","36.6","355","","","60.1","","41.4","35.3","","","","","17.6",""
"2011","214","","29.5","33.2","","","","67.5","","35.5","50","","","","","19.8",""
"2011","215","38","25.5","32.6","564","","","58.1","723","27.2","38.5","","","","","18.3",""
"2011","216","","25.7","34.7","","35.8","","70.5","","20.2","46.4","","","","","22.7",""
"2011","217","30.3","24.8","32.9","920","52","","59.3","908","24.5","43.8","","959","","","21.3",""
"2011","218","44.3","29","34.1","634","32.7","","50.8","1200","34.4","49.4","","633","","","19.2",""
"2011","219","38.2","27.8","32.3","773","37.8","","50.3","1514","30.5","52.1","","","","","17.7",""
"2011","220","24.5","34.4","38.7","894","40.5","","69","1465","33.3","52","","","","","24.5",""
"2011","221","44.4","32.1","34.6","1125","39.5","","50.7","1533","34.8","46.8","","953","","","25.7",""
"2011","222","41.5","33.2","40.6","745","45","","66","1819","36.1","60.2","","1125","","","25",""
"2011","223","37.3","25.6","33.7","","31.9","","41.4","1421","30.4","45.8","","1156","","","25.7",""
"2011","224","60","31","34.6","495","42.7","","62.5","1774","31.9","39.9","","","","","28.1","1856"
"2011","225","","34.3","40.5","860","40.7","","57","1401","36.3","49.1","","","","","21.5",""
"2011","226","45.2","36.4","34.3","1010","39","","55.5","1392","30.1","39.1","30","700","","","18.7",""
"2011","228","46","42.2","37.9","","47.5","","77.5","1573","31.9","57.2","","966","","","",""
"2011","229","","38.4","40.7","1177","36.1","","","1486","33.0","61.3","","1042","","","20.5",""
"2011","230","54.9","37.2","32.6","957","42.3","","","1373","26.2","59.3","36.7","866","","","21.8",""
"2011","231","43.3","38.2","37.1","804","39.3","","45.7","1745","32.2","58.4","42.6","929","","","31.8",""
"2011","232","70.4","31.7","35.7","1164","31.3","","36.6","1848","39.3","59.7","49.1","760","","","",""
"2011","241","45","27.5","33.8","763","35","","59.3","900","23.9","49.4","27.5","1000","","","17.5","800"
"2011","243","51","32.7","43.3","","","","84.5","","20.2","48.5","","","","","22.9",""
"2011","244","50","31","41.2","","","","72","","36.0","53.4","32.5","","","","22.3",""
"2011","245","43.1","25.8","32.3","","","","64.7","","34.9","46.1","","","","","20.1",""
"2011","246","40","27.8","35.3","","","","71.6","","34.4","48.4","","833","","","17.3",""
"2011","247","","28.8","31.1","343","45","","65","1157","27.7","44.6","","935","","","20.4",""
"2011","248","","29","34.4","","39.5","","61.4","1234","28.9","51.9","","1128","","","21.8",""
"2011","250","51.1","31.9","38.7","","47.5","","64.5","1349","34.0","50.8","","","","","26.1",""
"2011","251","51.1","33.5","36.9","1104","40.7","","61.6","1314","33.5","61.3","25","1100","","","25.7","1200"
"2011","252","44.3","30.5","42.5","830","43.9","","42.7","1552","39.8","61.4","","","","","24.2",""
"2011","253","45.8","32.5","38.5","848","43.7","","","1581","32.6","58.6","32","","","","29.5",""
"2011","254","46.6","31.2","34.4","966","41.8","","78","1328","31.7","53.1","","1082","","","25.6",""
"2011","255","48.9","38.4","38.8","644","48.7","","24.8","1728","40.1","40.5","35.7","","","","22.2",""
"2011","256","","27.9","30.7","274","35.4","","55.8","1330","33.6","38.5","","1349","","","",""
"2011","257","","38.4","35.5","828","42.9","","48.7","1420","36.7","53.2","","774","","","26.6","1840"
"2011","259","","43","42","800","48.4","","","1419","39.6","55.9","","1068","","","22.6","2337"
"2011","260","75","41.5","43.1","1123","47.1","","80.1","1691","36.7","62.1","","987","","","25.6",""
"2011","261","","37.6","34.2","1223","41.1","","","1548","32.2","26.9","","1094","","","22.7",""
"2011","271","","39.2","48","","","","87.1","","60.5","61.4","","","","","19.1",""
"2011","273","46.1","35.8","48.6","","","","86","","","58.2","44.9","665","","","15",""
"2011","274","","32.1","40.3","","","","78.3","","59.0","50.8","","943","","","19.5",""
"2011","275","42.9","32.8","38.8","","","","71.1","","33.3","42.2","","","","","16.6",""
"2011","276","23.2","26.6","36.9","672","","","68.5","","14.3","53.8","","950","","","16.8",""
"2011","277","","28","35.1","447","","","69.4","","26.2","44.3","","1281","","","20.4",""
"2011","279","59.1","30.1","33.6","985","57.1","","76.3","1224","36.3","48.3","55","1041","","","21.3",""
"2011","280","42.5","34.8","44.8","","43.2","","84.8","1314","43.2","62","","","","","28.8",""
"2011","281","43.6","32.3","40.5","","49.4","","62","1262","36.1","58.5","50","680","","","18.8",""
"2011","282","31.8","28.5","31.4","827","38.3","","62.2","1469","34.8","49.2","22.5","","","","25.7",""
"2011","283","43.6","33.5","37.8","1011","40.2","","65.5","1237","36.6","47.4","30","787","","","26.6",""
"2011","284","60","38.8","40.4","1138","31.8","","67.2","1100","32.0","62.4","30.6","950","","","27.6",""
"2011","285","32.3","34.7","35.5","900","36.6","","40.9","1354","34.5","44.7","35","1099","","","23.2",""
"2011","286","46.1","31.7","38.6","1055","44.2","","40","1215","34.5","52.4","","1274","","","24.3",""
"2011","287","","40.6","45.2","1337","49.2","","","1245","34.6","75.6","","1208","","","27.7",""
"2011","288","","36.6","37.7","1092","38.7","","44.8","1345","34.0","55.8","","1023","","","",""
"2011","290","50.7","34.1","39.8","982","43.9","","64.4","1557","37.6","62.3","","1019","","","28.3","1909"
"2011","292","","28.5","33.2","450","30.3","","50","1447","33.0","35.7","","912","","","",""
"2011","301","","30.4","40.2","","","","68.3","","31.1","49.1","","","","","20",""
"2011","303","38.8","42.3","52.5","","","","101.4","","63.7","65.8","27.7","","","","",""
"2011","304","48.5","35.5","41.9","","","","89.1","","34.7","64","","1245","","","25.9",""
"2011","305","","35.3","42","714","","","63.5","","31.6","45.4","","1276","","","24.7",""
"2011","307","38.1","30.6","38","282","","","70.6","1772","25.2","67.7","","","","","20.4",""
"2011","308","52.2","33.7","43.2","1200","40","","80","","40.7","59.2","43","","","","20.7",""
"2011","309","65.2","37.4","46.7","780","","","79.8","","44.5","62.4","","","","","14.4",""
"2011","310","48.5","35.2","49.1","701","51.6","","73.9","376","40.6","56.5","","875","","","25.7",""
"2011","312","37.2","35","43.3","800","49.9","","81.5","1679","39.8","64.2","","1352","","","24.8",""
"2011","313","52.9","33.1","36.2","1074","38.5","","68.4","1414","42.3","64.3","40","967","","","24.3",""
"2011","314","","34.6","39.8","","","","51.9","1003","41.9","57.1","","","","","24",""
"2011","315","","40.8","44.2","1475","72.4","","58.6","1569","38.4","45.9","36.3","","","","32.7",""
"2011","316","","34.7","40.4","","49.6","","60","1686","46.5","63.5","","","","","28",""
"2011","317","","36.9","35.9","955","43.8","","67","1222","44.0","51.9","25","","","","27.4",""
"2011","318","","39","44.5","1129","47.7","","77.5","1739","37.7","67.9","","993","","","25.3",""
"2011","319","53.2","30.3","33.9","1231","41.9","","","1262","24.2","48.5","","789","","","24.5",""
"2011","320","56.1","34.4","36.6","1201","40.7","","","1626","32.2","53.5","","1210","","","21.1",""
"2011","321","","35.6","38.4","1528","38.1","","","1699","42.4","51.9","","1149","","","27",""
"2011","322","","24","26.1","","26.9","","52.5","","33.1","57.9","","1497","","","",""
"2011","331","","36.1","44.4","","","","90.4","","","53.2","","","","","",""
"2011","333","","40.9","49","","","","104.2","","","68.4","","","","","",""
"2011","334","44.1","38.2","49.3","","","","114.1","","43.1","61.8","","1300","","","20.1",""
"2011","335","","31.9","39.9","","","","79.5","","17.3","38.8","","743","","","18.4",""
"2011","336","","32.5","35.4","602","","","90.3","","22.6","68.8","","1058","","","22.7",""
"2011","337","36.5","31.4","38.2","1250","30","","88.7","1200","25.6","59","25","1366","","","27",""
"2011","338","56.7","40.3","46.6","487","","","97.4","","33.6","67.3","","1591","","","",""
"2011","339","47.6","33.3","43.2","1075","","","81.5","720","36.1","61.3","40","901","","","26.4",""
"2011","340","38.6","30.9","41.4","975","","","99.9","","38.5","64.4","30","973","","","31",""
"2011","341","","32.5","45.6","762","49.2","","81","","34.2","57.6","","","","","22.4",""
"2011","342","31.1","33.1","40.1","600","69.5","","90.1","1662","37.8","58.2","","1246","","","24.6",""
"2011","343","49","37.3","43","1005","48.1","","88.6","1941","41.3","64","27.5","","","","31.4",""
"2011","344","51.4","33.3","40.9","508","41.5","","79.4","890","31.5","47.5","25","","","","21.1",""
"2011","345","","34.4","39.2","1274","","","74.2","1642","26.0","41.5","","","","","36.3",""
"2011","346","","33.6","39.9","1025","28.9","","93.8","1214","39.1","58.6","","1295","","","23.9",""
"2011","347","","32.4","36.3","697","37","","54","1528","34.5","51.8","","","","","27.5",""
"2011","349","62.9","38.5","46.8","","41.1","","","1676","41.8","45","","","","","19.3",""
"2011","350","","37.2","41.6","474","34","","62.2","1251","41.0","55.7","","1210","","","26.7",""
"2011","351","","37","42","1252","40.7","","88.3","1042","44.2","56.2","","1300","","","26.7",""
"2011","352","","34.6","38.8","1273","40.4","","62.2","1916","36.8","54.3","25","751","","","25.1",""
"2011","366","","30.8","41.9","","","","88.3","","25.3","53.4","","979","","","19",""
"2011","367","","34.5","42.2","","","","92","","28.8","61.1","","1612","","","14.5",""
"2011","368","","38","53","","","","100.6","","34.9","70.1","","787","","","",""
"2011","369","40","41","52.1","738","55","","118.8","","43.3","77.6","","1729","","","27.7",""
"2011","370","47","38.2","47.4","","57.2","","111","","40.2","70.5","40","1372","","","25.5",""
"2011","371","39.4","34.5","39.3","600","56.1","","59.6","","46.5","63.5","35.7","447","","","23.8",""
"2011","372","40","30.3","41.9","608","45.7","","83.6","1565","37.9","54.9","41","1637","","","24.7",""
"2011","373","40","29.2","38.8","540","","","82.4","","29.7","50.9","","1391","","","23.8",""
"2011","376","","30.6","37.6","854","36","","61.7","1640","39.5","54","","","","","24.8",""
"2011","377","","35.3","43.7","1000","","","55.3","1981","44.3","57.2","","342","","","35",""
"2011","378","","33.4","37.8","1250","31.7","","71.8","1781","38.4","53.6","","","","","25",""
"2011","379","","38.3","47.9","1325","58.3","","32.7","1889","44.2","63.9","","1177","","","28",""
"2011","380","","36.2","44.5","","","","90.9","1860","43.6","65.3","","","","","26.4",""
"2011","381","","35","41.2","1642","41.8","","55.8","626","44.8","61.2","","1123","","","26.6",""
"2011","382","","36.4","44.5","1108","","","61.1","","46.5","60","","902","","","",""
"2011","394","","35.5","38.3","","","","95.7","","22.4","62.7","","1499","","","28.7",""
"2011","395","26.4","30.6","39","","","","82","","24.6","60.3","","1326","","","21.8",""
"2011","397","26.4","33.6","44.2","","","","91.5","276","39.2","56.2","30","1086","","","26.7",""
"2011","398","52.3","33.1","47.2","","","","113.9","","27.9","70.8","30.7","1598","","","28.9",""
"2011","399","66.6","39.1","49.2","","","","99.3","","39.2","64.6","39.4","1188","","","28.6",""
"2011","400","40.6","37.2","44.7","1225","","","109.2","","34.9","63.1","37","1056","","","27.9",""
"2011","401","38.4","37.1","41","","","","99.7","","41.2","72.1","34.1","","","","25",""
"2011","402","51.8","29.5","34.7","256","","","84.5","1567","35.8","66.1","","271","","","22.9",""
"2011","403","","40.1","49.7","","","","100.9","1374","37.8","73.9","","","","","28.1",""
"2011","404","90","42.4","52.6","968","","","116","","33.5","71.7","","","","","23.7",""
"2011","405","","39.2","44.2","","","","76.6","1251","49.8","52.5","","","","","35.2",""
"2011","406","41","34.4","44.4","","38.3","","82.8","1359","39.0","61.1","","","","","23.1",""
"2011","409","","39.6","45.5","","","","74.5","1573","44.0","63.4","","1349","","","",""
"2011","410","","38.1","51.3","","","","48","1774","45.7","45.1","40.2","","","","",""
"2011","411","","31.5","44.1","","","","74.2","","48.8","62.4","","","","","",""
"2011","426","","32.1","39.7","","","","88.2","","32.7","47.8","52.5","1251","","","",""
"2011","427","43.1","38.2","52","","","","115.3","560","37.6","67.3","","1387","","","32",""
"2011","428","49.3","36.6","46.5","855","","","100.6","","34.6","67.3","","1406","","","25.2",""
"2011","429","53.2","36.2","46.2","","","","105.1","","23.0","62.3","31","","","","",""
"2011","430","35.3","34.7","40","","","","95.3","","42.4","61.5","","","","","22.4",""
"2011","431","60","33.3","42.6","","","","109","","34.2","63.4","","1067","","","",""
"2011","434","","37.4","44.4","","","","103.5","","40.3","61.7","","1526","","","35.9",""
"2011","435","","31.2","38.3","600","","","86.2","1402","34.8","51.1","","","","","28.8","1200"
"2011","436","","34.1","37.2","1142","","","90.2","","30.4","60.5","","714","","","31.4",""
"2011","437","52.6","37.6","45.5","782","","","120","1234","36.7","60.3","","1313","","","26.1",""
"2011","438","","38.7","45.9","","","","75.5","1501","37.0","69.3","","","","","24.4",""
"2011","439","37","41.9","47.9","","","","80.2","1799","44.6","64.7","","","","","",""
"2011","440","","31.8","40.9","","","","72.1","1500","37.0","52.6","","","","","25",""
"2011","442","","36.2","40.8","","","","64.7","","31.6","60.3","","","","","",""
"2011","456","","38.6","43.2","","","","95.9","","25.1","47.3","","1302","","","28.9",""
"2011","457","","32.8","40.8","","","","90.1","1812","25.7","61.6","","959","","","18.6",""
"2011","458","","32","40.5","","","","94.4","","23.2","52.4","27.9","1349","","","23.6",""
"2011","459","41.2","32","39.8","1500","","","102.3","","38.3","57.8","","1492","","","31.6",""
"2011","460","60","32.6","36","","","","87.7","","","53.4","","1550","","","",""
"2011","461","53.3","35.7","36.7","","","","92.2","","35.2","59.4","47.5","","","","24",""
"2011","463","","42.7","44.2","","","","92.1","","42.8","68","","","","","",""
"2011","464","","35.5","43.3","","","","93.9","","29.2","52.2","","","","","",""
"2011","466","50","29.3","44.2","","","","87.9","","37.9","57.3","","","","","",""
"2011","467","","32.8","41.7","","","","117.4","","36.7","69.5","","","","","",""
"2011","468","","34.4","48.9","","","","79.4","","35.7","64.2","","1649","","","",""
"2011","469","","34.7","48.4","","","","90.6","","36.5","57","","","","","",""
"2011","470","","32.2","43.4","","","","69.4","1517","31.9","64.2","28","","","","",""
"2011","471","","32.4","44.5","","","","95.2","","22.5","67.2","","","","","",""
"2011","472","","30.7","41.4","","","","103.9","","29.9","61.5","","","","","",""
"2011","486","","32.6","45.2","","","","106.4","","27.8","65.9","","1253","","","29.7",""
"2011","487","","34.2","46.6","","","","97","","36.7","64.7","","1050","","","27.4",""
"2011","488","36.7","27.1","34.3","","","","93.7","","25.2","50","30.3","898","","","20.9",""
"2011","490","","27.1","33.9","","","","88.3","","39.0","47.8","","1499","","","",""
"2011","491","","33.8","41.9","","","","98.6","1552","44.5","52.4","","","","","",""
"2011","493","","33.6","42.1","","","","110.5","","28.3","55.8","","","","","",""
"2011","494","","33.1","41.1","","","","98.2","1380","31.9","51.9","","750","","","",""
"2011","496","","29.7","47.9","","","","104.8","","20.1","53.2","","","","","",""
"2011","497","","28.1","41.4","","","","94.2","","31.7","64","","","","","",""
"2011","498","","27.9","42.2","","","","90.9","","36.9","60.2","","","","","",""
"2011","499","","32.6","45.4","","","","88.5","","42.8","59.1","","","","","",""
"2011","501","","35.8","42.5","","","","90","","43.2","56","","","","","",""
"2011","502","","33.8","42.4","","","","73.1","","24.8","56","","","","","24.7",""
"2011","520","","26.4","32.5","","","","95.2","","14.3","46.5","","","","","",""
"2011","555","","29.4","33.6","","","","42.8","","","92.7","","","","","",""
"2011","561","","33.1","42.2","","","","100.6","535","20.9","60.9","","","","","",""
"2011","588","45","27.8","39.9","","","","68.8","","19.4","61.8","","","","","",""
"2011","622","","26.3","51.9","","","","92.5","","","52.8","","","","","",""
"2012","1","54","22.3","36.2","","","","54.7","","29.0","53.8","51.8","","","","18",""
"2012","2","51.6","28.6","37.2","649","40","","66.1","1200","33.3","50.9","54.1","1000","","","22",""
"2012","3","59.3","25.1","39.4","700","40.3","","71.2","600","27.5","55.6","50.6","983","","","16.1","900"
"2012","4","52.8","21.6","31.6","","31","","31.9","","29.7","46.8","","","","","18.7",""
"2012","5","45","26.8","29","345","27.3","","","1516","35.0","44","","","","","18",""
"2012","6","66.7","22.3","29.1","","28.1","","","1155","25.4","","","","","","19.6","1621"
"2012","7","54.5","25.8","30.3","505","31.6","","","1067","28.5","","","","","","16.1","1852"
"2012","8","28","23.7","26.9","","26.2","","29.5","1116","29.0","14.5","","","","","14",""
"2012","9","41.5","22.5","22.2","487","25.2","","","1020","29.6","","","","","","14.7",""
"2012","10","43.3","21.7","22.1","","27.1","","","1086","24.5","26","","","","","13","1233"
"2012","11","","24.6","28.4","","28.6","","","1499","29.3","","","","","","16","1461"
"2012","12","50","22.2","32.9","1106","29.6","","44.4","1615","27.6","36.3","45.2","","","","17.2","2040"
"2012","17","","","32.1","671","35","","","1198","24.6","42.2","","","","","20",""
"2012","18","","","29.3","782","33.9","","","787","26.6","39","","","","","","988"
"2012","19","39","16","25.7","1008","29.6","","","1195","26.0","26.5","","","","","","1133"
"2012","31","50.2","25.1","34","","","","55.5","1089","24.2","47.5","","","","","17.2",""
"2012","32","59.4","24.7","33.6","","","","78.7","","34.6","47.9","52","675","","","16.9",""
"2012","33","52.3","25.5","32.2","750","22.7","","48.7","1151","40.0","44.9","43.5","946","","","17.3",""
"2012","34","55.7","28.2","33.8","775","33.6","","64.9","1454","33.1","48.8","55","868","","","21.2",""
"2012","35","48.2","25.7","28.2","652","30.4","","95","1122","30.9","30.3","","","","","15.2",""
"2012","36","43.6","23.1","30.3","","33","","50","1078","24.0","38.2","","","","","18.3",""
"2012","37","63.6","24.2","28.4","843","31.9","","44.5","993","25.0","41.5","33","","","","17.8","1621"
"2012","38","52.8","26.5","24.2","802","29.7","","","1126","25.6","21","","","","","16","1662"
"2012","39","58.2","26.5","26","675","30.5","","","1243","30.4","47.5","","","","","16.4",""
"2012","40","42.7","21.9","26.4","","28.3","","","1076","25.8","27.8","45","","","","13.5","1441"
"2012","42","48.3","22.2","32","750","31.1","","45","1472","29.1","45.5","","","","","17.3","1331"
"2012","43","37.8","21.5","32.4","822","32","","32.4","1454","26.0","86.6","40","","","","13.6","1844"
"2012","44","","20","27.4","343","22.5","","","860","17.3","13.1","","","","","9.5","1481"
"2012","45","65.3","18.1","30.4","647","31.8","","","1003","26.2","28.5","30.7","","","","22.7","1774"
"2012","46","","13","32.9","601","36.6","","33.8","1322","32.0","43.4","","","","","","1976"
"2012","49","41.4","23.8","31.7","945","33.9","","","1106","21.6","42.7","","","","","","1287"
"2012","51","44.1","18.7","29.4","791","30.2","","60","1100","28.3","37.1","23","827","","","","1404"
"2012","61","57","24.8","41","","","","61.7","","35.9","41","52.6","1038","","","17.9",""
"2012","63","56.8","26.8","37.4","","","","68.1","","42.5","50.3","55","1065","","","18",""
"2012","64","60.8","28.7","34.2","","31","","48.4","","34.9","57.9","60","","","","25.9",""
"2012","65","48.5","30","36.2","","34.8","","57.3","","27.5","27.2","","801","","","17.1",""
"2012","66","58.7","22.1","30.1","","33.7","","57.5","1309","25.0","43.1","47.5","945","","","18.6",""
"2012","67","58.1","22.1","29.5","704","31.9","","53.8","1113","31.0","39.8","50","827","","","19.8",""
"2012","68","50.7","24.9","23.4","1157","28.9","","","1415","25.5","36.7","","","","","17.2",""
"2012","69","39.6","20.7","16.8","896","26.2","","30.8","1330","21.7","27.8","","","","","25.4",""
"2012","70","48.2","25.2","25.9","726","27.7","","","1269","29.5","21.1","","","","","18.8","1262"
"2012","71","54.6","26.5","31.5","","31.4","","52.3","1524","34.2","40.7","","","","","18.7","1647"
"2012","72","73.6","26.6","32.3","","32.4","","","1307","34.0","39.1","","","","","26.2","1712"
"2012","73","50.7","28.9","32.2","","35.4","","","1571","29.5","38.5","","","","","21.6","1827"
"2012","74","49.8","20.7","27","688","34","","","1480","29.6","31.5","50","","","","21.9","1503"
"2012","75","49.3","23.7","28.1","787","31.3","","70","1258","25.3","30.9","30","","","","16.8","1689"
"2012","76","47.3","25","31.1","1024","31.2","","65","1560","33.5","45.1","42.9","1472","","","19.4","1607"
"2012","77","42.4","25.3","28.9","648","32.5","","45","1130","34.0","33.3","","","","","18.5","1415"
"2012","78","53.3","22.2","31.7","728","38.8","","60","1483","30.7","47.6","42","1350","","","26","1320"
"2012","79","","27.9","30.6","","33.2","","","1144","29.8","44.5","","","","","","1420"
"2012","91","65.2","24","39.4","","","","63.3","","33.5","47.2","","","","","17.5",""
"2012","92","54.4","23.3","39","","","","63.6","","","46.1","61","","","","17.5",""
"2012","93","50.5","18.6","34.2","","","","54.6","","","35.2","","","","","",""
"2012","94","49.1","26.6","31.7","","","","58.8","","","30","","","","","17.5",""
"2012","95","52.4","22.2","38.2","","48","","62.9","","32.0","41.9","41","","","","24.4",""
"2012","96","53.6","24.4","31.8","","37.2","","50.9","1203","32.9","35.2","42","1058","","","21.4",""
"2012","97","51.7","27.1","30.8","","35.5","","53.9","1051","33.4","52.9","","831","","","24.2",""
"2012","98","57.2","31.3","29.7","","35.5","","","1263","41.5","41","","1303","","","21.5",""
"2012","99","57.2","32.6","37.8","","34.1","","","1642","28.9","32","","888","","","32.1","669"
"2012","100","68.1","32","26","","36.1","","","1246","32.0","34.4","","","","","17.5",""
"2012","101","36.7","23.4","27.1","1000","28.3","","43.2","1101","25.6","43.9","44.5","","","","17.9","1554"
"2012","102","55","32.3","27.1","735","41.2","","","1414","26.3","44.7","","","","","24.9","2354"
"2012","103","47.6","28.4","19.9","802","36.3","","46.9","1520","29.3","41.7","","","","","22","2090"
"2012","104","52.1","26.2","30.4","742","31.1","","","1495","32.2","36.9","","","","","21.9","1644"
"2012","105","41","24.5","28.6","814","31","","50","1403","29.1","41.1","","1100","","","20.1","1703"
"2012","106","52.7","29.2","26.6","504","32.3","","","1153","30.5","54.7","","994","","","23","1662"
"2012","107","46","29.8","28.9","625","34.3","","","1380","34.3","57.2","","","","","","1544"
"2012","108","50.6","27.9","34.2","714","38","","","1644","31.0","51.4","","","","","","1515"
"2012","109","42.5","28.4","28.4","","33.4","","","1388","26.8","57.2","","","","","","1635"
"2012","110","25","23.2","33.8","","32.1","","40","1455","","40.9","25","","","","",""
"2012","111","","32.5","37.8","686","34.2","","","1433","37.0","70.4","","","","","","2312"
"2012","121","72","19.9","35.4","","","","76","","31.0","30.2","","","","","",""
"2012","122","58.8","19","37.8","","","","42","","","28.2","33","","","","7.6",""
"2012","123","59.2","21.4","40.3","","","","59.1","","29.3","30.4","43.3","","","","20.7",""
"2012","124","45.8","21.8","27.9","475","32","","53.8","1000","23.1","39.8","31.6","","","","19.1",""
"2012","125","49.4","20.9","36","","47.5","","65.5","","31.9","42.1","42.3","1050","","","18.8",""
"2012","126","39.4","22.7","40.1","","40.8","","62.2","1501","24.3","41.4","","1032","","","18.3",""
"2012","127","46.9","24.5","36","750","37.2","","65.1","1180","35.2","49.8","50","1071","","","23.7","1800"
"2012","128","61.5","32.6","38.5","","41.6","","61.1","1310","36.6","62.5","28","1186","","","28.3",""
"2012","129","45.6","31","30.9","","39.9","","70.9","1501","35.9","48.9","37","1354","","","23.4",""
"2012","130","57.8","35.6","32.8","","43.8","","","1500","30.0","63.5","","1463","","","29","2521"
"2012","131","43.5","30.3","39.9","","36.4","","65","1270","31.5","46.9","45","800","","","27.2","2116"
"2012","132","","29","33.5","","33","","","1332","","","","","","","",""
"2012","133","","20.7","26.2","","35.2","","","1387","23.5","","","","","","","2076"
"2012","134","60","24.5","25.6","722","27.7","","60","1102","25.4","48.5","55","","","","15.8","1939"
"2012","135","","25.7","34.2","767","37.3","","","1455","34.4","55.1","","","","","19","2006"
"2012","136","","25","29.6","","30.9","","","1380","26.3","51.5","","","","","23","1716"
"2012","137","","29","32.5","548","38.5","","","1539","32.3","58.5","","","","","19.5",""
"2012","138","","29.9","35.6","585","37.6","","64.7","1816","34.1","54.9","42.7","","","","",""
"2012","139","","29.6","34.9","","36.3","","74","1352","32.7","55.2","","","","","21","1908"
"2012","141","40","35","33.4","645","33.8","","40","1857","34.5","38","25","","","","","1857"
"2012","142","30","33.2","36.7","823","37.7","","80","1833","36.1","46.6","31","1045","","","",""
"2012","151","54.8","21.3","34.5","","30","","57.7","","13.5","34.6","43.3","","","","14.5",""
"2012","152","","20","34.9","","","","42.5","","21.5","36","","","","","16.2",""
"2012","153","48.4","15.9","28.8","","","","45.1","","","27","41.7","","","","17.7",""
"2012","154","51.9","22.9","33.9","1000","","","47.8","","26.7","40.1","40.4","","","","20.5",""
"2012","155","45.4","22.2","32","","36.3","","56.9","1100","27.8","41.1","41.3","913","","","18.2",""
"2012","156","39","26.9","34","","33.7","","62.1","1095","27.2","29.5","38","996","","","22.8",""
"2012","157","48","24.7","33.9","","37.1","","48","1055","25.7","52.5","","1006","","","20.5",""
"2012","158","85.5","26.2","35.8","","37.8","","42","1439","29.0","49.1","","939","","","23",""
"2012","159","69","33","38.8","","51.5","","68","1814","35.6","43.5","","1224","","","25.3","2759"
"2012","160","63","37","53.3","","52.3","","70","1735","32.6","57.7","","1249","","","32.7","2155"
"2012","161","","31.9","34.7","","46","","","1555","35.8","56.3","","1504","","","","2572"
"2012","162","","24.5","36.7","664","46.6","","","1347","31.1","44.7","","","","","30","2841"
"2012","163","40","17.5","24.9","","34.9","","","1280","17.6","28.8","","","","","22.7",""
"2012","164","","24.5","29.3","797","34.4","","35.9","","27.3","","","","","","16.8",""
"2012","165","","26.8","35.2","","32.6","","","1497","33.3","46.7","","","","","23.5",""
"2012","166","","28.7","31.3","919","34","","70","1367","32.1","52.9","","","","","29","1983"
"2012","167","","27.8","30.5","","36.7","","45.2","1488","32.5","37.7","","","","","",""
"2012","168","35.8","26.3","33.2","755","37.1","","40","1712","33.8","54.8","25.3","1212","","","21","1642"
"2012","169","","30.7","36.7","889","34.1","","","1598","35.1","39.3","40","1262","","","","1890"
"2012","171","","26.9","33.3","1010","35.7","","","1493","36.9","33.7","34.2","","","","",""
"2012","181","39","20.8","33.7","","","","57.1","","","32.8","","","","","10",""
